Ticker,Category Name,Family,Legal Type,Annual Report Expense Ratio,Annual Holdings Turnover,Total Net Assets,Cash Position,Stock Position,Bond Position,Preferred Position,Convertible Position,Other Position,Price/Earnings,Price/Book,Price/Sales,Price/Cashflow,Median Market Cap,3 Year Earnings Growth,Duration,Maturity,Credit Quality,Bb,Aa,Aaa,A,Other,B,Bbb,Below B,Us Government,Realestate,Consumer Cyclical,Basic Materials,Consumer Defensive,Technology,Communication Services,Financial Services,Utilities,Industrials,Energy,Healthcare,Top Position 1,Top Position 2,Top Position 3,Top Position 4,Top Position 5,Top Position 6,Top Position 7,Top Position 8,Top Position 9,Top Position 10,Weight of Top Position 1,Weight of Top Position 2,Weight of Top Position 3,Weight of Top Position 4,Weight of Top Position 5,Weight of Top Position 6,Weight of Top Position 7,Weight of Top Position 8,Weight of Top Position 9,Weight of Top Position 10,Ticker
AGEM,Diversified Emerging Mkts,abrdn Funds,Exchange Traded Fund,0.0069999998,1.22,55428.33,0.0083,0.9917,0.0,0.0,0.0,0.0,0.0774,0.48215,0.47208,0.13466,,,,,,,,,,,,,,0.0,0.0224,0.1267,0.0383,0.019199999,0.2766,0.1612,0.2288,0.0045,0.077199996,0.0306,0.0146,2330.TW,TCEHY,HDB,005935,INDA,GMEXICOB.MX,2454.TW,IBN,BABA,NTES,8.76,6.89,5.74,5.25,3.7,3.22,3.08,3.01,2.99,2.35,AGEM
AGG,Intermediate Core Bond,iShares,Exchange Traded Fund,0.00029999999,0.81,0.0,0.006,0.0,0.9939,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,,,3.66,9.291,,0.0,0.734,0.0273,0.1181,0.0,0.0,0.12060001,0.0,0.47919998,,,,,,,,,,,,BISXX,,,,,,,,,,2.47,,,,,,,,,,AGG
AGGH,Intermediate Core Bond,Simplify Asset Management,Exchange Traded Fund,0.0029,3.85,0.0,0.0076,0.0,0.9931,0.0,0.0,-0.0007,0.0,0.0,0.0,0.0,,,3.58,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGG,,,,,,,,,,53.44,,,,,,,,,,AGGH
AGGS,Intermediate Core-Plus Bond,Harbor,Exchange Traded Fund,0.0034999999,0.41,0.0,0.0077,0.0,0.97540003,0.0089,0.0081,0.0,0.0,0.0,0.0,0.0,,,4.42,9.443,,0.0555,0.2959,0.3455,0.0732,0.0,0.0,0.2299,0.0,0.2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGGS
AGGY,Intermediate Core Bond,WisdomTree,Exchange Traded Fund,0.0011999999,0.83,0.0,0.0,0.0,0.9997,0.0,0.00029999999,0.0,0.0,0.0,0.0,0.0,,,4.05,9.292,,0.0,0.0174,0.4941,0.17950001,0.0007,0.0,0.3084,0.0,0.35889998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGGY
AGIH,Inflation-Protected Bond,iShares,Exchange Traded Fund,0.0013,0.02,0.0,0.0431,0.0,0.95669997,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,,,3.66,9.291,,0.0,0.73510003,0.0272,0.1176,0.0,0.0,0.1201,0.0,0.4667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGG,XTSLA,,,,,,,,,95.18,1.62,,,,,,,,,AGIH
AGIX,Technology,KraneShares,Exchange Traded Fund,0.01,0.0,220707.9,0.0002,0.9998,0.0,0.0,0.0,0.0,0.03263,0.12436,0.12331,0.04771,,,,,,,,,,,,,,0.0,0.0,0.087799996,0.0,0.0,0.71720004,0.1612,0.0,0.0,0.0138,0.0,0.02,META,MSFT,AMZN,NVDA,AAPL,GOOGL,TSLA,NOW,CRM,,7.42,5.29,5.1,4.18,3.3,3.25,3.18,2.95,2.88,,AGIX
AGMI,Equity Precious Metals,Themes ETF Trust,Exchange Traded Fund,0.0034999999,0.38,12168.6,0.0063,0.9937,0.0,0.0,0.0,0.0,0.04514,0.57021,0.76372,0.10228,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WPM.TO,NEM,FNV.TO,TECK-B.TO,CDE,PE&OLES.MX,FRES.L,SCCO,KGH.WA,PAAS.TO,11.05,10.74,10.41,8.49,5.69,4.49,4.23,4.15,4.0,3.99,AGMI
AGNG,Health,Global X Funds,Exchange Traded Fund,0.005,0.1826,40178.98,0.0013,0.9987,0.0,0.0,0.0,0.0,0.03702,0.28793,0.29307,0.06136,,,,,,,,,,,,,,0.0,0.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9229,4519.T,EW,BSX,SYK,WELL,UCB.BR,AZN,RO,NOVO-B.CO,ABBV,3.23,3.19,3.18,3.09,3.09,3.09,3.07,3.01,2.97,2.9,AGNG
AGOX,Tactical Allocation,Adaptive ETF,Exchange Traded Fund,0.0134000005,3.6804998,135073.86,0.16520001,0.8348,0.0,0.0,0.0,0.0,0.04162,0.22467,0.3684,0.06109,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034999999,0.089099996,0.0064,0.0435,0.274,0.0959,0.20030001,0.064,0.1777,0.0107,0.0348,DARXX,HWM,META,XLF,MSFT,AMZN,AVGO,IWM,DG,CEG,13.57,6.49,5.85,5.44,5.38,4.64,3.64,3.5,3.1,3.01,AGOX
AGQ,Trading--Leveraged Commodities,ProShares,Exchange Traded Fund,0.0095,0.0,0.0,0.5503,-0.0075,0.0,0.0,0.0,0.45720002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGQ
AGQI,Global Large-Stock Value,First Trust,Exchange Traded Fund,0.0085,0.5,153306.45,0.0039,0.9961,0.0,0.0,0.0,0.0,0.06521,0.38582,0.43994,0.07982,,,,,,,,,,,,,,0.0,0.0,0.060500003,0.0175,0.1966,0.2051,0.0495,0.1908,0.0247,0.154,0.0324,0.0688,2330.TW,MSFT,BA.L,REL.L,NDA-SE.ST,KO,CARL-B.CO,NVT,PG,ULVR.L,5.03,4.66,4.44,4.44,4.02,3.99,3.79,3.72,3.59,3.55,AGQI
AGRH,Ultrashort Bond,iShares,Exchange Traded Fund,0.0013,0.02,0.0,0.0365,0.0,0.9396,0.0,0.0001,0.0239,0.0,0.0,0.0,0.0,,,3.66,9.291,,0.0,0.73410004,0.0272,0.1181,0.0,0.0,0.12060001,0.0,0.45299998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AGG,XTSLA,,,,,,,,,94.53,2.32,,,,,,,,,AGRH
AGRW,Large Growth,Allspring Global Investments,Exchange Traded Fund,0.0034999999,0.0,474815.75,0.0043,0.9957,0.0,0.0,0.0,0.0,0.0293,0.11775,0.14663,0.03916,,,,,,,,,,,,,,0.0,0.0087,0.0987,0.0125,0.0074,0.48459998,0.1488,0.0639,0.0,0.060300004,0.0,0.115,NVDA,MSFT,AAPL,AMZN,GOOG,META,AVGO,V,NFLX,BSX,11.87,9.24,6.41,6.3,5.97,4.83,4.2,3.04,2.49,1.92,AGRW
AGZ,Short Government,iShares,Exchange Traded Fund,0.002,0.39,0.0,0.0682,0.0,0.9318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.63,9.919,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGZ
AGZD,Nontraditional Bond,WisdomTree,Exchange Traded Fund,0.0023,1.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.59,9.519,,0.0,0.0379,0.71959996,0.1185,0.0083,0.0,0.115600005,0.0,0.6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGZD
AHLT,Systematic Trend,American Beacon,Exchange Traded Fund,0.0095,0.0,125061.49,0.3185,0.4385,0.0769,0.0001,0.0,0.16600001,0.04887,0.40497,0.55476,0.09207,,,,11.001,,,,,,,,,,0.33220002,0.0163,0.104899995,0.0347,0.080699995,0.2357,0.0709,0.15609999,0.0328,0.1097,0.052699998,0.105399996,AHLT,,,,,,,,,,16.4,,,,,,,,,,AHLT
AHYB,High Yield Bond,American Century Investments,Exchange Traded Fund,0.0045,0.3,0.0,0.0346,0.0,0.96550006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.24,9.774,,0.5323,0.0,0.035099998,0.0,0.0,0.35599998,0.0335,0.0431,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AHYB
AIA,Pacific/Asia ex-Japan Stk,iShares,Exchange Traded Fund,0.005,0.11,195625.7,0.0002,0.9998,0.0,0.0,0.0,0.0,0.07734,0.60618,0.53093,0.09821,,,,,,,,,,,,,,0.0,0.0050999997,0.1685,0.0042,0.0,0.4103,0.1634,0.2195,0.0,0.0093,0.0097,0.0098,2330.TW,0700.HK,9988.HK,005930.KS,1810.HK,3690.HK,1299.HK,00939,000660.KS,D05.SI,23.47,11.78,7.0,4.18,3.44,3.01,2.83,2.77,2.5,2.19,AIA
AIBD,Trading--Inverse Equity,Direxion Funds,Exchange Traded Fund,0.0104,0.0,0.0,1.076,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIBD
AIBU,Trading--Leveraged Equity,Direxion Funds,Exchange Traded Fund,0.0095999995,0.51,419101.62,0.1088,0.8912,0.0,0.0,0.0,0.0,0.03118,0.16419,0.17891,0.04534,,,,,,,,,,,,,,0.0,0.0,0.0727,0.0,0.0,0.76739997,0.14819999,0.0,0.0,0.0,0.0,0.0117,NVDA,META,MSFT,AMZN,GOOGL,AAPL,AVGO,SNOW,,,6.54,6.31,6.06,5.8,5.51,5.05,4.08,4.08,,,AIBU
AIEQ,Mid-Cap Blend,Amplify ETFs,Exchange Traded Fund,0.0075,11.59,69399.71,0.0018000001,0.9982,0.0,0.0,0.0,0.0,0.04986,0.33796,0.51543,0.08808,,,,,,,,,,,,,,0.0,0.0137,0.10560001,0.0372,0.055,0.3478,0.0531,0.072,0.040799998,0.113800004,0.062800005,0.0983,MSFT,NVDA,AAPL,CEG,AL,COST,VMI,AMZN,META,TTD,4.31,4.2,3.8,2.8,2.59,2.23,2.19,1.87,1.8,1.54,AIEQ
AIFD,Technology,TCW ETF,Exchange Traded Fund,0.0075,0.25,246506.72,0.0231,0.9768,0.0,0.0,0.0,0.0,0.02799,0.13199,0.15044,0.0426,,,,,,,,,,,,,,0.0,0.0,0.100200005,0.0,0.0,0.7039,0.114700004,0.0,0.0,0.081199996,0.0,0.0,NVDA,AVGO,AMZN,PANW,ANET,NOW,META,TSLA,CYBR,MSFT,9.3,5.59,5.26,5.15,4.85,4.51,4.23,3.94,3.93,3.93,AIFD
AINP,Multisector Bond,Allspring Global Investments,Exchange Traded Fund,0.0034999999,0.0,1241.37,0.0879,0.0,0.9025,0.006,0.0036000002,0.0,0.1794,2.4517,2.37999,1.102,,,5.71,9.955,,,,,,,,,,0.121400006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,AINP
AIPI,Derivative Income,Rex,Exchange Traded Fund,0.0064999997,0.0,291445.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02933,0.14517,0.15138,0.04227,,,,,,,,,,,,,,0.0301,0.0,0.030299999,0.0,0.0,0.91,0.0598,0.0,0.0,0.0,0.0,0.0,NVDA,CRWD,PLTR,ARM,AVGO,SMCI,MU,DDOG,AMD,ADBE,11.35,10.29,10.2,8.41,3.43,3.43,3.38,3.24,3.23,3.14,AIPI
AIQ,Technology,Global X Funds,Exchange Traded Fund,0.0068,0.1088,218943.2,0.0008,0.9992,0.0,0.0,0.0,0.0,0.03917,0.22829,0.26718,0.06177,,,,,,,,,,,,,,0.0,0.0,0.100200005,0.0,0.0,0.6975,0.1397,0.0018000001,0.0,0.0543,0.0,0.0064999997,0700.HK,NFLX,PLTR,BABA,005930.KS,MSFT,META,CSCO,AVGO,IBM,3.96,3.73,3.53,3.33,3.32,3.13,3.09,3.08,3.06,2.94,AIQ
AIRL,Miscellaneous Sector,Themes ETF Trust,Exchange Traded Fund,0.0034999999,0.27,5930.68,0.0025,0.9975,0.0,0.0,0.0,0.0,0.13421,0.68544,2.87089,0.40272,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,IAG.L,QAN.AX,EZJ.L,AC.TO,RYAAY,9201.T,LHA.DE,C6L.SI,CPA,EIF.TO,5.38,5.22,5.15,5.14,5.0,4.74,4.72,4.56,4.41,4.36,AIRL
AIRR,Industrials,First Trust,Exchange Traded Fund,0.0069999998,0.75,5196.23,0.001,0.999,0.0,0.0,0.0,0.0,0.04976,0.40015,0.84379,0.10271,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09810001,0.0,0.90190005,0.0,0.0,DY,BWXT,EME,CNM,PRIM,CLH,GVA,WMS,CHRW,KEX,3.38,3.16,3.15,2.9,2.88,2.88,2.82,2.79,2.76,2.71,AIRR
AIVC,Technology,Amplify ETFs,Exchange Traded Fund,0.0058999998,0.36,78559.51,0.0049,0.9951,0.0,0.0,0.0,0.0,0.05042,0.27452,0.51935,0.06778,,,,,,,,,,,,,,0.0,0.0,0.0388,0.0,0.0,0.90610003,0.0217,0.0,0.0,0.0334,0.0,0.0,VRT,WDC,AVGO,SNOW,DELL,MU,NVDA,MPWR,HPE,ANET,3.32,3.09,3.03,2.88,2.84,2.67,2.62,2.54,2.47,2.46,AIVC
AIVI,Foreign Large Value,WisdomTree,Exchange Traded Fund,0.0058,1.38,25478.83,0.0,0.9999,0.0,0.0,0.0,0.0001,0.07467,0.80302,1.01762,0.15853,,,,,,,,,,,,,,0.0,0.051799998,0.0635,0.0656,0.108100004,0.0228,0.0076,0.3701,0.0397,0.16540001,0.0584,0.047,DG.PA,TTE.PA,SWED-A.ST,AGN.AS,MNG.L,BATS.L,BAS.DE,NAB.AX,SREN.SW,5108.T,3.42,3.36,3.05,2.88,2.86,2.8,2.68,2.54,2.5,2.43,AIVI
AIVL,Mid-Cap Value,WisdomTree,Exchange Traded Fund,0.0038,1.27,43932.99,0.0,1.0,0.0,0.0,0.0,0.0,0.05479,0.45619,0.55168,0.08704,,,,,,,,,,,,,,0.0,0.0366,0.044,0.0304,0.039,0.1607,0.0367,0.2189,0.0849,0.1723,0.056599997,0.119899996,ICE,USB,XOM,ROP,TDY,RTX,FTV,CMCSA,CNP,NI,3.49,3.32,3.23,3.18,3.09,2.96,2.81,2.69,2.68,2.52,AIVL
AIYY,Derivative Income,YieldMax ETFs,Exchange Traded Fund,0.0167,0.04,0.0,0.579,-0.0349,0.4559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.04,9.959,,,,,,,,,,0.6287,,,,,,,,,,,,FGXXX,,,,,,,,,,4.91,,,,,,,,,,AIYY
AJAN,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.1,327242.12,0.005,0.995,0.0,0.0,0.0,0.0,0.04089,0.22299,0.32731,0.05721,,,,,,,,,,,,,,0.0,0.0214,0.1069,0.0172,0.0589,0.3291,0.097600006,0.1393,0.0249,0.078600004,0.03,0.0962,,,,,,,,,,,,,,,,,,,,,AJAN
AJUL,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.0,327242.12,0.0053,0.9947,0.0,0.0,0.0,0.0,0.04089,0.22299,0.32731,0.05721,,,,,,,,,,,,,,0.0,0.0214,0.1069,0.0172,0.0589,0.3291,0.097600006,0.1393,0.0249,0.078600004,0.03,0.0962,,,,,,,,,,,,,,,,,,,,,AJUL
ALAI,Technology,Alger,Exchange Traded Fund,0.0055,1.2742,342274.22,0.0015,0.97410005,0.0,0.024400001,0.0,0.0,0.03536,0.12948,0.17281,0.04791,,,,,,,,,,,,,,0.0,0.0,0.1706,0.0,0.0021,0.4164,0.1842,0.040799998,0.0952,0.0653,0.0,0.0254,NVDA,AMZN,MSFT,META,APP,TLN,TSM,TSLA,VST,NFLX,13.31,9.64,9.08,7.23,4.9,4.41,3.85,2.95,2.85,2.74,ALAI
ALIL,Small Blend,Argent,Exchange Traded Fund,0.0074,0.0,4477.26,0.0042,0.9958,0.0,0.0,0.0,0.0,0.04768,0.36614,0.66133,0.07938,,,,,,,,,,,,,,0.0,0.075100005,0.117,0.0502,0.019,0.14029999,0.0139,0.22709998,0.0196,0.18110001,0.026700001,0.13,VCTR,HLNE,HLI,DSG.TO,CIGI.TO,OMF,FSV.TO,RLI,PLUS,ADUS,4.15,3.93,3.93,3.82,3.79,3.73,3.69,3.62,3.51,3.5,ALIL
ALLW,Tactical Allocation,SPDR State Street Global Advisors,Exchange Traded Fund,0.0085,0.0,131561.0,0.20950001,0.2237,0.5662,0.0,0.0,0.00059999997,0.05513,0.42351,0.54018,0.08899,,,,10.749,,,,,,,,,,0.543,0.0143,0.120699994,0.0367,0.0733,0.2131,0.0804,0.188,0.0326,0.1163,0.0434,0.081199996,SPLG,,,,,,,,,,7.22,,,,,,,,,,ALLW
ALTL,Large Value,Pacer,Exchange Traded Fund,0.006,5.97,52376.78,0.0018000001,0.9982,0.0,0.0,0.0,0.0,0.03978,0.3042,0.41647,0.06594,,,,,,,,,,,,,,0.0,0.11310001,0.0674,0.0214,0.1539,0.0679,0.009,0.1604,0.2024,0.09810001,0.0,0.106400006,KO,EVRG,MMC,CME,RSG,WEC,ATO,KMB,PG,CMS,1.23,1.22,1.2,1.17,1.16,1.15,1.15,1.15,1.15,1.13,ALTL
ALTY,Global Moderate Allocation,Global X Funds,Exchange Traded Fund,0.005,0.0716,27755.75,0.0087,0.6118,0.1989,0.17940001,0.0,0.0011,0.05137,0.5477,0.40221,0.09817,,,5.37,,,0.2167,0.066700004,0.054899998,0.096499994,0.0,0.0994,0.4062,0.059699997,0.14109999,0.312,0.0421,0.0043,0.0178,0.16530001,0.0495,0.0014,0.1249,0.0113,0.25370002,0.0177,EMBD,SRET,QYLD,PFFD,WMB,KMI,AM,MPLX,SR,OGE,20.4,19.28,18.96,18.71,1.74,1.68,1.66,1.5,1.47,1.42,ALTY
AMAX,Nontraditional Bond,Adaptive ETF,Exchange Traded Fund,0.0136,5.9601,172884.34,0.2233,0.4443,0.2085,0.0,0.0,0.123900004,0.04013,0.2175,0.20469,0.06145,,,3.6,8.666,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134,0.008,0.0706,0.1497,0.034,0.5094,0.072,0.0499,0.012200001,0.0363,0.0117999995,0.0463,SPY,IGLD,MSTR,QQQ,IBIT,TLT,GDX,GOOY,AMZY,MSFO,15.31,12.34,11.57,10.6,9.72,7.0,6.12,1.22,1.2,1.16,AMAX
AMDD,Trading--Inverse Equity,Direxion Funds,Exchange Traded Fund,0.0097,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMDD
AMDL,Trading--Leveraged Equity,Graniteshares,Exchange Traded Fund,0.0115,0.0,0.0,0.7696,0.040999997,0.0,0.0,0.0,0.1894,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMDL
AMDY,Derivative Income,YieldMax ETFs,Exchange Traded Fund,0.0123000005,0.37,0.0,0.4449,-0.0101,0.56520003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.94,9.917,,,,,,,,,,0.7499,,,,,,,,,,,,FGXXX,,,,,,,,,,7.32,,,,,,,,,,AMDY
AMID,Mid-Cap Blend,Argent,Exchange Traded Fund,0.0052,0.0,15241.54,0.0043,0.9957,0.0,0.0,0.0,0.0,0.04353,0.20966,0.45745,0.0587,,,,,,,,,,,,,,0.0,0.0444,0.122,0.0,0.0,0.2123,0.0,0.19600001,0.0,0.2963,0.0214,0.1076,FTNT,LPLA,HCA,CPRT,HLI,VCTR,DSG.TO,FICO,CBZ,CTAS,4.03,3.96,3.74,3.59,3.41,3.13,3.1,3.07,3.05,2.99,AMID
AMJB,Energy Limited Partnership,JPMorgan Chase & Co,Exchange Traded Fund,0.0085,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMJB
AMLP,Energy Limited Partnership,ALPS,Exchange Traded Fund,0.0085,0.18,15066.84,-0.0448,1.0448,0.0,0.0,0.0,0.0,0.07638,0.42094,1.60212,0.14803,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255,0.0,0.97449994,0.0,MPLX,ET,WES,SUN,EPD,PAA,HESM,CQP,USAC,GEL,12.92,12.76,12.55,12.47,12.4,11.4,9.61,5.17,4.03,3.77,AMLP
AMOM,Large Growth,Exchange Traded Concepts,Exchange Traded Fund,0.0075,4.49,176758.77,0.0017,0.9983,0.0,0.0,0.0,0.0,0.02876,0.11784,0.40195,0.04223,,,,,,,,,,,,,,0.0,0.0179,0.0678,0.0,0.069,0.36189997,0.0765,0.0754,0.0372,0.0953,0.0545,0.1445,NVDA,AVGO,LLY,NFLX,COST,PLTR,GE,PM,TMUS,IBM,10.42,6.64,4.21,4.12,3.86,3.21,3.15,3.03,2.89,2.83,AMOM
AMUU,Trading--Leveraged Equity,Direxion Funds,Exchange Traded Fund,0.0097,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMUU
AMZA,Energy Limited Partnership,Virtus,Exchange Traded Fund,0.0218,0.59,20953.18,-0.17860001,1.1585,0.0137,0.0064999997,0.0,0.0,0.07539,0.40029,1.44174,0.14844,,,4.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.9983,0.0,ET,MPLX,WES,PAA,SUN,EPD,HESM,LNG,WMB,CQP,14.35,14.3,13.71,12.68,12.64,12.57,9.6,4.04,3.41,3.0,AMZA
AMZD,Trading--Inverse Equity,Direxion Funds,Exchange Traded Fund,0.010199999,0.0,0.0,0.77779996,-0.0212,0.0,0.0,0.0,0.2433,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZD
AMZP,Derivative Income,Kurv Investment Management Inc.,Exchange Traded Fund,0.0099,0.0,0.0,0.3749,0.0797,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.812,,,,,,,,,,0.90379995,,,,,,,,,,,,FIGXX,,,,,,,,,,1.71,,,,,,,,,,AMZP
AMZU,Trading--Leveraged Equity,Direxion Funds,Exchange Traded Fund,0.0099,0.0,1988650.9,0.39790002,0.1472,0.0,0.0,0.0,0.455,0.03,0.1461,0.3227,0.0586,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMZN,,,,,,,,,,13.93,,,,,,,,,,AMZU
AMZY,Derivative Income,YieldMax ETFs,Exchange Traded Fund,0.0117,0.27,0.0,0.5339,0.113299996,0.3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.98,9.983,,,,,,,,,,0.6479,,,,,,,,,,,,FGXXX,,,,,,,,,,2.04,,,,,,,,,,AMZY
AMZZ,Trading--Leveraged Equity,Graniteshares,Exchange Traded Fund,0.0115,0.0,0.0,0.9232,0.076799996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZZ
ANEW,Large Growth,ProShares,Exchange Traded Fund,0.0045,0.0,81841.92,0.0034999999,0.9965,0.0,0.0,0.0,0.0,0.03559,0.24462,0.2897,0.05286,,,,,,,,,,,,,,0.0,0.0019,0.0923,0.1015,0.0636,0.2314,0.1942,0.0345,0.0,0.049099997,0.0,0.2315,7974.T,NFLX,DE,NTR.TO,9988.HK,CTVA,0700.HK,DASH,BSX,ABT,2.98,2.77,2.47,2.37,2.35,2.34,2.3,2.26,2.26,2.2,ANEW
ANGL,High Yield Bond,VanEck,Exchange Traded Fund,0.0025,0.71,36445.26,0.0043,0.0123000005,0.9834,0.0,0.0,0.0,0.01667,0.2058,0.0657,0.0,,,5.38,9.427,,0.72300005,0.0,0.0,0.0,0.035099998,0.16479999,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,ANGL
AOA,Global Aggressive Allocation,iShares,Exchange Traded Fund,0.0015,0.04,125280.0,0.0016,0.8125,0.18530001,0.0001,0.0001,0.0005,0.04851,0.35866,0.47736,0.0754,,,3.73,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0921,0.027,0.108100004,0.0373,0.060700003,0.2468,0.0791,0.1739,0.026500002,0.1137,0.036199998,0.0907,IVV,IDEV,IUSB,IEMG,IAGG,IJH,IJR,XTSLA,,,46.85,22.05,15.85,8.44,2.81,2.64,1.22,0.14,,,AOA
AOCT,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.0,327242.12,0.0055,0.9945,0.0,0.0,0.0,0.0,0.04089,0.22299,0.32731,0.05721,,,,,,,,,,,,,,0.0,0.0214,0.1069,0.0172,0.0589,0.3291,0.097600006,0.1393,0.0249,0.078600004,0.03,0.0962,,,,,,,,,,,,,,,,,,,,,AOCT
AOHY,High Yield Bond,Angel Oak,Exchange Traded Fund,0.0056,0.37,0.0,0.060500003,0.0022,0.9252,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,,,6.87,9.75,,0.518,0.0050999997,0.042,0.00090000004,0.045700002,0.2931,0.0543,0.040900003,0.0,0.0,0.0,0.9983,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,FGUXX,,,,,,,,,,5.81,,,,,,,,,,AOHY
AOK,Global Conservative Allocation,iShares,Exchange Traded Fund,0.0015,0.04,125075.81,0.0057,0.3174,0.6765,0.0,0.00029999999,0.0002,0.04853,0.35889,0.47762,0.07544,,,3.73,9.388,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33630002,0.027,0.108100004,0.0373,0.060700003,0.2467,0.0791,0.174,0.026500002,0.113800004,0.036199998,0.09060001,IUSB,IVV,IAGG,IDEV,IEMG,IJH,IJR,XTSLA,,,57.89,18.33,10.27,8.63,3.3,1.03,0.48,0.09,,,AOK
AOM,Global Moderately Conservative Allocation,iShares,Exchange Traded Fund,0.0015,0.06,125075.51,0.0050999997,0.4195,0.5748,0.0,0.0002,0.00029999999,0.04853,0.35889,0.47761,0.07544,,,3.73,9.382,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2858,0.027,0.108100004,0.0373,0.060700003,0.2467,0.0791,0.174,0.026500002,0.113800004,0.036199998,0.09060001,IUSB,IVV,IDEV,IAGG,IEMG,IJH,IJR,XTSLA,,,49.19,24.23,11.4,8.73,4.37,1.36,0.63,0.1,,,AOM
