Ticker,Category Name,Family,Legal Type,Annual Report Expense Ratio,Annual Holdings Turnover,Total Net Assets,Cash Position,Stock Position,Bond Position,Preferred Position,Convertible Position,Other Position,Price/Earnings,Price/Book,Price/Sales,Price/Cashflow,Median Market Cap,3 Year Earnings Growth,Duration,Maturity,Credit Quality,Bb,Aa,Aaa,A,Other,B,Bbb,Below B,Us Government,Realestate,Consumer Cyclical,Basic Materials,Consumer Defensive,Technology,Communication Services,Financial Services,Utilities,Industrials,Energy,Healthcare,Top Position 1,Top Position 2,Top Position 3,Top Position 4,Top Position 5,Top Position 6,Top Position 7,Top Position 8,Top Position 9,Top Position 10,Weight of Top Position 1,Weight of Top Position 2,Weight of Top Position 3,Weight of Top Position 4,Weight of Top Position 5,Weight of Top Position 6,Weight of Top Position 7,Weight of Top Position 8,Weight of Top Position 9,Weight of Top Position 10,Ticker
LJAN,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.0,0.0,0.0174,-0.0156,0.9982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.766,,,,,,,,,,1.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,LJAN
LJUL,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.0,0.0,1.0005001,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,LJUL
LKOR,Long-Term Bond,Flexshares Trust,Exchange Traded Fund,0.0015,1.16,0.0,0.0056,0.0,0.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.99,8.687,,0.0098,0.1042,0.0123000005,0.3449,0.025799999,0.0,0.503,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LKOR
LLDR,Long Government,Global X Funds,Exchange Traded Fund,0.0011999999,0.0043,0.0,0.0043,0.0,0.9957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.26,7.895,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLDR
LLYX,Trading--Leveraged Equity,Defiance ETFs,Exchange Traded Fund,0.0128999995,0.0,0.0,-0.96089995,1.9609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,FGXXX,LLY,,,,,,,,,6.99,3.48,,,,,,,,,LLYX
LMBO,Trading--Leveraged Equity,Direxion Funds,Exchange Traded Fund,0.01,0.47,35971.6,0.21090001,0.78910005,0.0,0.0,0.0,0.0,0.04751,0.29737,0.2478,0.0,,,,,,,,,,,,,,0.0,0.0,0.1142,0.0,0.0,0.28350002,0.0,0.6024,0.0,0.0,0.0,0.0,NVDA,MELI,PYPL,MA,NU,V,HOOD,COIN,IBKR,,6.02,5.58,5.31,5.08,5.01,4.93,4.26,3.91,3.59,,LMBO
LMBS,Short Government,First Trust,Exchange Traded Fund,0.0064999997,4.13,0.0,0.1711,0.0,0.82879996,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,,,3.87,8.947,,0.0004,0.0070999996,0.98160005,0.0034,0.0022,0.0018000001,0.0034999999,0.0,-0.1158,,,,,,,,,,,,MISXX,,,,,,,,,,2.74,,,,,,,,,,LMBS
LMUB,Muni National Long,iShares,Exchange Traded Fund,0.00090000004,0.0,0.0,0.0054,0.0,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.59,9.66,,0.0,0.6153,0.1603,0.2084,0.0,0.0,0.0159,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMUB
LOCT,Defined Outcome,Innovator ETFs,Exchange Traded Fund,0.007900001,0.0,0.0,0.0191,-0.0074,0.9883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.858,,,,,,,,,,1.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,LOCT
LODI,Short-Term Bond,AAM,Exchange Traded Fund,0.0015,0.0,0.0,0.0401,0.0,0.95989996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.45,9.904,,,,,,,,,,0.0296,,,,,,,,,,,,AGPXX,,,,,,,,,,3.83,,,,,,,,,,LODI
LONZ,Bank Loan,PIMCO,Exchange Traded Fund,0.0063,0.65,0.0,-0.0876,0.0,0.9152,0.0,0.0,0.1724,0.0,0.0,0.0,0.0,,,7.14,,,0.29770002,0.0,0.1195,0.0002,0.0,0.5411,0.0383,0.0033000002,-0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONZ
LOPP,Mid-Cap Blend,Gabelli,Exchange Traded Fund,0.0,0.2,15948.97,0.0239,0.976,0.0,0.0,0.0,0.0,0.04488,0.40615,0.60023,0.08847,,,,,,,,,,,,,,0.0239,0.0318,0.0432,0.0399,0.0095,0.040700004,0.0119,0.0685,0.1455,0.5812,0.0162,0.0115,WCN,RSG,XYL,MIR,SPGI,HUBB,CMI,IDA,WY,ACA,5.25,4.98,4.54,4.05,3.91,3.81,3.5,3.29,3.1,3.04,LOPP
LOUP,Technology,Innovator ETFs,Exchange Traded Fund,0.0069999998,1.65,30424.85,0.0005,0.9995,0.0,0.0,0.0,0.0,0.04053,0.16711,0.19593,0.05137,,,,,,,,,,,,,,0.0,0.0,0.0531,0.0,0.0,0.67730004,0.0854,0.060100004,0.0,0.0911,0.033,0.0,ALAB,RBLX,000660.KS,CYBR,MRVL,HOOD,CLS.TO,CCO.TO,SNOW,VRT,5.86,5.75,5.07,4.86,4.84,3.4,3.33,3.3,3.28,3.13,LOUP
LOWV,Large Blend,AllianceBernstein,Exchange Traded Fund,0.0039,0.3,214878.72,0.0149,0.98510003,0.0,0.0,0.0,0.0,0.0385,0.20629,0.34748,0.05752,,,,,,,,,,,,,,0.0,0.010199999,0.088599995,0.006,0.060900003,0.3807,0.080299996,0.146,0.0273,0.0761,0.0187,0.105299994,MSFT,AAPL,AVGO,GOOG,NVDA,V,AMZN,INTU,META,MCK,8.22,4.32,2.97,2.84,2.61,2.36,2.22,2.19,2.11,1.96,LOWV
LPRE,Real Estate,"Long Pond Capital, LP",Exchange Traded Fund,0.01,0.0,16290.95,0.0034999999,0.9965,0.0,0.0,0.0,0.0,0.05515,0.4418,0.49398,0.06277,,,,,,,,,,,,,,0.0,0.65830004,0.3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,DHI,JLL,PLD,ELS,EQR,VTR,TMHC,UDR,SPG,8.67,6.7,6.1,6.09,5.91,5.11,4.96,4.7,4.64,4.58,LPRE
LQAI,Large Blend,"QRAFT Technologies, Inc",Exchange Traded Fund,0.0075,0.0,147876.69,0.0026,0.9974,0.0,0.0,0.0,0.0,0.04369,0.36217,0.50875,0.08169,,,,,,,,,,,,,,0.0,0.0747,0.1438,0.0,0.0698,0.2319,0.1689,0.057600003,0.1075,0.0422,0.0257,0.078,TSLA,PLTR,MSFT,NVDA,GOOGL,NFLX,META,AAPL,AMZN,JPM,5.93,5.48,5.09,4.55,3.57,3.57,3.48,3.02,2.98,2.15,LQAI
LQD,Corporate Bond,iShares,Exchange Traded Fund,0.0014,0.19,0.0,0.0108,0.0,0.9888,0.0,0.00029999999,0.0,0.0,0.0,0.0,0.0,,,4.51,9.209,,0.0,0.0748,0.0117,0.4702,0.0,0.0,0.4433,0.0,0.0,,,,,,,,,,,,XTSLA,,,,,,,,,,1.3,,,,,,,,,,LQD
LQDB,Corporate Bond,iShares,Exchange Traded Fund,0.0015,0.13,0.0,0.042,0.0,0.9569,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,,,4.25,9.232,,0.0,0.0,0.0,0.0076,0.0,0.0,0.9924,0.0,0.0,,,,,,,,,,,,XTSLA,,,,,,,,,,3.38,,,,,,,,,,LQDB
LQDH,Ultrashort Bond,iShares,Exchange Traded Fund,0.0023999999,0.09,0.0,-0.0665,0.0,0.9285,0.0,0.00029999999,0.1377,0.0,0.0,0.0,0.0,,,4.51,9.209,,0.0,0.0883,0.0116,0.4632,0.0,0.0,0.4369,0.0,0.0,,,,,,,,,,,,LQD,XTSLA,,,,,,,,,93.9,6.24,,,,,,,,,LQDH
LQDI,Corporate Bond,iShares,Exchange Traded Fund,0.0018000001,0.06,0.0,0.0311,0.0,0.96720004,0.0,0.00029999999,0.0014,0.0,0.0,0.0,0.0,,,4.51,9.209,,0.0,0.0791,0.0117999995,0.4679,0.0,0.0,0.4412,0.0,0.0297,,,,,,,,,,,,LQD,XTSLA,,,,,,,,,94.81,0.72,,,,,,,,,LQDI
LQDW,Derivative Income,iShares,Exchange Traded Fund,0.0034,0.0,0.0,0.949,-0.9474,0.998,0.0,0.00029999999,0.0,0.0,0.0,0.0,0.0,,,4.51,9.209,,0.0,0.0799,0.0117999995,0.4675,0.0,0.0,0.4409,0.0,0.0,,,,,,,,,,,,LQD,XTSLA,,,,,,,,,100.94,0.78,,,,,,,,,LQDW
LQIG,Corporate Bond,SPDR State Street Global Advisors,Exchange Traded Fund,0.0007,0.73,0.0,0.0064999997,0.0,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.48,9.125,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LQIG
LQPE,Mid-Cap Value,AlphaQuest LLC,Exchange Traded Fund,0.0125,0.0,42564.61,-0.16479999,1.1195999,0.0659,0.0,0.0,-0.0207,0.05118,0.40775,0.96365,0.08957,,,,,,,,,,,,,,0.0659,0.0145000005,0.1144,0.0294,0.044499997,0.3068,0.0797,0.111499995,0.0101,0.1368,0.0176,0.1346,FGXXX,FGBLM25,RU25,FBTPM25,,,,,,,16.24,14.36,5.45,4.1,,,,,,,LQPE
LQTI,Derivative Income,First Trust,Exchange Traded Fund,0.0064999997,0.0,0.0,0.0194,0.9806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LQTI
LRGC,Large Blend,AllianceBernstein,Exchange Traded Fund,0.0039,0.19,361010.25,0.0171,0.9829,0.0,0.0,0.0,0.0,0.04082,0.215,0.26194,0.05789,,,,,,,,,,,,,,0.0,0.0194,0.0797,0.0221,0.054,0.3057,0.1245,0.1516,0.0166,0.0994,0.0251,0.102,MSFT,NVDA,AMZN,GOOG,META,AAPL,V,AVGO,SCHW,WFC,8.41,6.62,4.51,4.07,4.06,3.95,3.92,3.18,2.22,2.1,LRGC
LRGE,Large Growth,Franklin Templeton Investments,Exchange Traded Fund,0.0047999998,0.18,485918.53,0.033,0.96699995,0.0,0.0,0.0,0.0,0.03091,0.10852,0.16196,0.04155,,,,,,,,,,,,,,0.0,0.0172,0.121800005,0.0172,0.0150999995,0.4052,0.1259,0.1069,0.0,0.0883,0.0,0.1024,NVDA,MSFT,AMZN,META,V,AAPL,NFLX,JTSXX,PANW,ETN,9.18,7.36,7.23,5.36,5.33,4.83,4.5,3.26,2.71,2.58,LRGE
LRGF,Large Blend,iShares,Exchange Traded Fund,0.0008,0.21,218650.81,0.0,1.0,0.0,0.0,0.0,0.0,0.04234,0.2199,0.40784,0.06635,,,,,,,,,,,,,,0.0,0.020299999,0.123,0.020399999,0.0709,0.33099997,0.076,0.141,0.026300002,0.0616,0.0301,0.099300005,NVDA,MSFT,AAPL,AMZN,META,AVGO,JPM,GOOG,V,PG,6.07,5.96,5.62,2.99,2.47,2.36,1.68,1.65,1.53,1.29,LRGF
LRGG,Large Growth,Macquarie,Exchange Traded Fund,0.0044,0.0,469621.16,0.0004,0.9952,0.0044,0.0,0.0,0.0,0.02901,0.12946,0.14894,0.04081,,,,,,,,,,,,,,0.0,0.0747,0.123500004,0.0,0.0327,0.4387,0.059299998,0.1725,0.0,0.0463,0.0,0.052399997,MSFT,NVDA,AMZN,AAPL,GOOG,V,WCN,ICE,INTU,EQIX,13.97,10.47,7.39,6.62,5.9,4.79,4.6,4.53,4.48,4.07,LRGG
LRND,Large Blend,New York Life Investment Management LLC,Exchange Traded Fund,0.0014,0.0,397352.84,0.0,0.9997,0.0,0.0002,0.0,0.0,0.04394,0.2344,0.36553,0.07021,,,,,,,,,,,,,,0.0,0.0,0.1505,0.0029,0.0037,0.4042,0.18360001,0.0054,0.0,0.0385,0.0,0.21110001,AMZN,GOOGL,META,MSFT,AAPL,JNJ,NVDA,INTC,MRK,AVGO,9.05,8.8,7.29,6.68,5.36,2.98,2.7,2.43,2.37,2.13,LRND
LRNZ,Technology,TrueShares,Exchange Traded Fund,0.0069,0.28,77992.13,0.0061000003,0.9939,0.0,0.0,0.0,0.0,0.0,0.10913,0.08637,0.02793,,,,,,,,,,,,,,0.0,0.0,0.05,0.0,0.0,0.7961,0.0,0.0,0.0,0.0,0.0,0.1539,CRWD,NET,NVDA,IOT,SNOW,ZS,AMZN,ESTC,DDOG,MDB,11.98,10.98,9.57,8.08,7.38,5.22,4.97,4.58,4.24,4.0,LRNZ
LSAF,Mid-Cap Blend,"Redwood Investment Management, LLC",Exchange Traded Fund,0.0075,1.46,19236.23,0.0105,0.9895,0.0,0.0,0.0,0.0,0.06295,0.40709,0.85121,0.09607,,,,,,,,,,,,,,0.0,0.0082,0.2718,0.03,0.083100006,0.1649,0.0088,0.1881,0.025899999,0.14479999,0.0163,0.058000002,NRG,CW,EME,JBL,BKNG,USFD,TWLO,EXEL,BROS,MPWR,1.56,1.34,1.23,1.19,1.16,1.16,1.16,1.13,1.12,1.12,LSAF
LSAT,Mid-Cap Value,"Redwood Investment Management, LLC",Exchange Traded Fund,0.0099,1.07,328312.8,0.98190004,0.018099999,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,LSAT
LSEQ,Long-Short Equity,Harbor,Exchange Traded Fund,0.0198,1.94,21373.17,0.4395,0.5247,0.0,0.0,0.0,0.0358,0.04013,0.30859,0.58297,0.08027,,,,,,,,,,,,,,0.0,0.0,0.2049,0.059299998,0.0381,0.2307,0.10560001,0.0,0.059299998,0.048,0.0577,0.19639999,GLD,CLF,MP,CC,PATH,NCLH,GO,SHC,MDU,TRIP,3.58,2.58,2.48,2.42,2.36,2.29,2.29,2.29,2.25,2.23,LSEQ
LSGR,Large Growth,Natixis Funds,Exchange Traded Fund,0.0058999998,0.05,588179.4,0.0053,0.9947,0.0,0.0,0.0,0.0,0.02841,0.11239,0.14258,0.04148,,,,,,0.0,0.0,0.0053,0.0,0.9947,0.0,0.0,0.0,0.0,0.0,0.16280001,0.0,0.0425,0.3291,0.258,0.0671,0.0,0.042,0.0,0.098500006,NVDA,META,AMZN,TSLA,GOOGL,NFLX,MSFT,ADSK,VRTX,V,13.18,9.59,7.45,7.13,6.77,6.67,5.13,4.46,4.44,4.41,LSGR
LST,Mid-Cap Blend,Leuthold,Exchange Traded Fund,0.0064999997,0.5252,43396.88,0.013300001,0.9868,0.0,0.0,0.0,0.0,0.05954,0.45089,0.7635,0.09269,,,,,,,,,,,,,,0.0,0.0,0.043,0.0545,0.0553,0.259,0.14850001,0.25370002,0.0369,0.049200002,0.0,0.0999,MSFT,META,NFLX,GOOGL,ORCL,MCK,JBL,GS,CAH,K.TO,4.17,3.45,3.13,2.09,2.01,2.01,1.81,1.76,1.7,1.61,LST
LSVD,Large Value,LSV Fund,Exchange Traded Fund,0.004,0.0,154801.33,0.0027,0.9973,0.0,0.0,0.0,0.0,0.05955,0.33938,0.56069,0.09016,,,,,,,,,,,,,,0.0,0.0068,0.1034,0.012200001,0.0388,0.32770002,0.1481,0.1557,0.010199999,0.0456,0.0208,0.1309,NVDA,AAPL,MSFT,AMZN,META,GOOGL,JPM,GOOG,CSCO,JNJ,5.29,4.96,4.46,3.38,3.33,2.87,2.72,2.49,2.08,1.79,LSVD
LTL,Trading--Leveraged Equity,ProShares,Exchange Traded Fund,0.0095,0.47,176791.0,0.4593,0.5407,0.0,0.0,0.0,0.0,0.05346,0.35429,0.51796,0.10346,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,META,GOOGL,NFLX,GOOG,DIS,TTWO,,,,,10.79,5.83,5.11,4.76,3.27,3.15,,,,,LTL
LTPZ,Inflation-Protected Bond,PIMCO,Exchange Traded Fund,0.002,0.04,0.0,0.0017,0.0,0.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.07,7.455,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LTPZ
LTTI,Derivative Income,First Trust,Exchange Traded Fund,0.0064999997,0.0,0.0,0.0178,0.9822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0034999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LTTI
LUX,Consumer Cyclical,Tema Global Limited,Exchange Traded Fund,0.0075,0.4,42916.56,0.0992,0.9008,0.0,0.0,0.0,0.0,0.0457,0.32428,0.49469,0.08014,,,,,,,,,,,,,,0.0,0.0,0.8793,0.0,0.120699994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFR.SW,RMS.PA,FXFXX,RACE.MI,MC.PA,BC.MI,MAR,HLT,OR.PA,1913.HK,10.4,10.05,9.38,8.35,5.19,4.88,4.32,4.22,3.9,3.47,LUX
LVHD,Large Value,Franklin Templeton Investments,Exchange Traded Fund,0.0027,0.49,41542.16,0.0097,0.9902,0.0,0.0,0.0,0.0,0.0572,0.43715,0.41901,0.09032,,,,,,,,,,,,,,0.0,0.1491,0.0498,0.0,0.2451,0.049200002,0.0339,0.083000004,0.2433,0.0401,0.056799997,0.0497,LMT,MO,VZ,CVX,JNJ,CSCO,MDLZ,SO,MDT,KO,2.56,2.55,2.53,2.49,2.48,2.47,2.46,2.45,2.44,2.42,LVHD
LVHI,Foreign Large Value,Franklin Templeton Investments,Exchange Traded Fund,0.004,0.93,47346.95,0.0106,0.9894,0.0,0.0,0.0,0.0,0.08881,0.83318,1.15003,0.17694,,,,,,,,,,,,,,0.0,0.0154,0.088,0.0753,0.105500005,0.0,0.067600004,0.24209999,0.0754,0.11399999,0.14819999,0.0683,ISP.MI,NESN.SW,NOVN.SW,8058.T,ALV.DE,CNQ.TO,ROG.SW,SHEL.L,TRP.TO,TTE.PA,2.67,2.64,2.42,2.31,2.25,2.25,2.24,2.23,2.15,2.12,LVHI
MADE,Industrials,iShares,Exchange Traded Fund,0.004,0.0,37124.69,0.0014,0.9986,0.0,0.0,0.0,0.0,0.04588,0.32558,0.6339,0.07827,,,,,,,,,,,,,,0.0,0.0,0.1014,0.0,0.0,0.2056,0.0,0.0,0.0,0.693,0.0,0.0,APH,HON,ETN,DE,GM,TEL,PCAR,CMI,TT,RTX,5.24,4.03,4.02,3.93,3.72,3.6,3.36,3.33,3.23,3.17,MADE
MAGA,Mid-Cap Value,Point Bridge Capital,Exchange Traded Fund,0.0072000003,0.26,39220.94,0.0039,0.9961,0.0,0.0,0.0,0.0,0.05091,0.387,0.59531,0.09043,,,,,,,,,,,,,,0.0,0.041500002,0.1042,0.0748,0.065,0.0437,0.0072000003,0.1844,0.112399995,0.2192,0.11359999,0.034,HOOD,CEG,LPLA,IBKR,VST,HEI,MPC,HEI-A,CF,LUV,0.95,0.86,0.81,0.81,0.81,0.8,0.79,0.79,0.79,0.78,MAGA
MAGG,Intermediate Core Bond,"Madison Asset Management, LLC",Exchange Traded Fund,0.004,0.19,0.0,0.0308,0.0,0.96919996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.49,9.575,,0.0255,0.2754,0.4121,0.0865,0.0117999995,0.008,0.18059999,0.0,0.2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAGG
MAGS,Technology,Roundhill Investments,Exchange Traded Fund,0.0029,0.0,0.0,0.001,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5556,,,,,,,,,,,,TSLA,MSFT,,,,,,,,,6.61,6.23,,,,,,,,,MAGS
MAGX,Trading--Leveraged Equity,Roundhill Investments,Exchange Traded Fund,0.0095,0.0,0.0,-1.0153,0.0,0.0,0.0,0.0,2.0153,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7376,,,,,,,,,,,,FGXXX,,,,,,,,,,4.53,,,,,,,,,,MAGX
MAGY,Derivative Income,Roundhill Investments,Exchange Traded Fund,0.0099,0.0,0.0,0.0117,0.9883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5592,,,,,,,,,,,,MAGS,FGXXX,,,,,,,,,99.7,0.98,,,,,,,,,MAGY
MAKX,Technology,ProShares,Exchange Traded Fund,0.0058,0.0,6708.42,0.00059999997,0.9993,0.0,0.0,0.0,0.0,0.04298,0.51006,0.6726,0.09664,,,,,,,,,,,,,,0.0,0.0,0.0,0.0334,0.0,0.66150004,0.0775,0.0,0.0,0.2275,0.0,0.0,OUST,ZBRA,ROK,EMR,CGNX,ADSK,DDD,SKM,TSEM.TA,ON,8.08,6.15,6.09,5.93,5.75,5.72,4.31,4.14,3.72,3.68,MAKX
MAMB,Intermediate Core-Plus Bond,Monarch Funds,Exchange Traded Fund,0.0139,0.86,0.0,0.0156,0.0008,0.85800004,0.0082,0.0539,0.0635,0.0,0.0,0.0,0.0,,,3.68,9.266,,0.0,0.73080003,0.0168,0.1354,0.00059999997,0.0,0.1165,0.0,0.3635,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.9975,0.0,0.0,0.0,MBB,LQD,IEF,AGG,SHY,CWB,IAU,BAB,TLT,SPSB,18.55,16.25,13.56,12.39,11.18,6.38,6.35,6.19,6.05,2.49,MAMB
MAPP,Global Moderately Aggressive Allocation,Harbor,Exchange Traded Fund,0.0085,1.36,131508.56,0.0057,0.65989995,0.2625,0.0,0.0002,0.0717,0.05209,0.40349,0.53349,0.08523,,,4.65,9.325,,0.1893,0.3483,0.16139999,0.0127,0.098000005,0.1229,0.0219,0.045500003,0.12640001,0.0164,0.0889,0.028399998,0.0589,0.18120001,0.134,0.1889,0.0222,0.106400006,0.072399996,0.1022,IVV,VGK,EWJ,USHY,EEM,XLC,VGSH,FLGB,IEF,,25.3,9.4,7.65,5.38,5.07,4.46,4.26,4.12,3.77,,MAPP
MARB,Event Driven,First Trust,Exchange Traded Fund,0.0174,3.01,4027.55,0.3925,0.6075,0.0,0.0,0.0,0.0,0.04024,0.43074,1.14871,0.09157,,,,,,,,,,,,,,0.0,0.0,0.1466,0.0417,0.045100003,0.2059,0.0365,0.1201,0.0,0.1582,0.0686,0.17729999,AMED,HEES,SWTX,SKX,AVDX,DNB,FARO,AZEK,EVRI,ANSS,4.54,4.44,3.96,3.95,3.94,3.94,3.93,3.88,3.55,3.54,MARB
MARM,Defined Outcome,First Trust,Exchange Traded Fund,0.0085,0.0,326042.9,0.0107,0.9893,0.0,0.0,0.0,0.0,0.04095,0.22351,0.32746,0.05726,,,,,,,,,,,,,,0.0,0.0211,0.108100004,0.0173,0.0583,0.32930002,0.097399995,0.1391,0.0248,0.0785,0.0304,0.0956,,,,,,,,,,,,,,,,,,,,,MARM
MARO,Derivative Income,YieldMax ETFs,Exchange Traded Fund,0.0099,0.0,0.0,0.5266,-0.1087,0.5821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.03,9.919,,,,,,,,,,0.932,,,,,,,,,,,,FGXXX,,,,,,,,,,1.85,,,,,,,,,,MARO
MART,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0028,0.9972,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,MART
MARU,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0015,0.9985,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,MARU
MARW,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0021,0.9979,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,MARW
MARZ,Defined Outcome,TrueShares,Exchange Traded Fund,0.007900001,0.0,0.0,-0.031400003,0.0647,0.96669996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.708,,,,,,,,,,0.96669996,0.0224,0.105100006,0.0176,0.061100002,0.316,0.095,0.14029999,0.025799999,0.0762,0.0327,0.107700005,FXFXX,,,,,,,,,,0.12,,,,,,,,,,MARZ
MAVF,Large Value,Matrix Asset Advisors Inc,Exchange Traded Fund,0.0075,0.2,255873.77,0.0047,0.9953,0.0,0.0,0.0,0.0,0.05703,0.3856,0.413,0.07339,,,,,,,,,,,,,,0.0,0.0,0.0838,0.0,0.052199997,0.2182,0.15529999,0.3184,0.0,0.077199996,0.0,0.094799995,MSFT,GOOG,AMZN,META,AAPL,GS,JPM,MS,PYPL,WFC,8.12,7.13,5.43,5.35,4.94,4.91,4.75,4.56,3.95,3.78,MAVF
MAXI,Digital Assets,Simplify Asset Management,Exchange Traded Fund,0.061,0.0,0.0,0.3635,0.6141,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.38549998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAXI
MAXJ,Defined Outcome,iShares,Exchange Traded Fund,0.005,0.0,349705.8,0.402,0.598,0.0,0.0,0.0,0.0,0.03925,0.21449,0.32029,0.05549,,,,,,,,,,,,,,0.0,0.0214,0.1083,0.0172,0.0589,0.3291,0.0962,0.1393,0.0249,0.078600004,0.03,0.0962,IVV,XTSLA,,,,,,,,,98.93,1.24,,,,,,,,,MAXJ
MAYM,Defined Outcome,First Trust,Exchange Traded Fund,0.0085,0.0,0.0,0.0106,0.9894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYM
MAYP,Defined Outcome,PGIM Investments,Exchange Traded Fund,0.005,0.0,328312.8,0.0091,0.9909,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,MAYP
MAYT,Defined Outcome,AllianzIM,Exchange Traded Fund,0.0074,0.0,328312.8,0.0015,0.9985,0.0,0.0,0.0,0.0,0.0409,0.22314,0.3266,0.05716,,,,,,,,,,,,,,0.0,0.0214,0.1075,0.0171,0.0582,0.33040002,0.0971,0.139,0.0247,0.0785,0.030199999,0.096,,,,,,,,,,,,,,,,,,,,,MAYT
